student_id,student_type,lms_logins_per_week,avg_assignment_delay_days,attendance_percentage,feedback_sentiment_score,activity_irregularity_score,risk_score,burnout_label,dropout_probability,dropout_label,engagement_score,delay_ratio,negative_sentiment_flag,irregular_behavior_flag,risk_category
27,normal,11,0,77.5633634528161,0.6125928082758765,0.0376841454449975,17.424421318470937,0,0.0370562536486213,0,0.6628168172640805,0.0,0,0,Low
28,normal,17,3,75.51277298300978,0.2493757879958921,0.3562666703567629,19.215806809599,0,0.0440062662829843,0,0.8025638649150488,0.2,0,0,Low
29,normal,17,2,76.82420832314219,0.8211261044851798,0.1972140486160819,15.16882531512235,0,0.029796425932359,0,0.8091210416157109,0.13333333333333333,0,0,Low
30,normal,17,0,92.04582580082146,0.993501560395708,0.0929342183696072,7.132556825338746,0,0.0135631290660832,0,0.8852291290041072,0.0,0,0,Low
31,medium_risk,5,9,69.20642780114797,-0.4684384376618468,0.305788256601146,50.0617934636579,0,0.5015448316757548,0,0.4710321390057398,0.6,1,0,Medium
32,normal,17,3,91.96623592957168,0.0651997667061504,0.1229730130191348,11.603036212894107,0,0.021047602106192,0,0.8848311796478584,0.2,0,0,Low
33,normal,15,4,84.93979673276617,0.6249224697884563,0.3119274702492574,20.027296203880653,0,0.047549340758735,0,0.7996989836638309,0.26666666666666666,0,0,Low
34,high_risk,3,8,52.982002059881786,-0.1420480545976636,0.7565512373454988,57.15015553084366,0,0.6715084650092837,1,0.3399100102994089,0.5333333333333333,0,1,Medium
35,high_risk,1,13,46.00567915988863,-0.719783593009429,0.6212482496796005,74.69739118369661,1,0.9219930038323876,1,0.25502839579944314,0.8666666666666667,1,0,High
36,medium_risk,8,7,65.1531404598231,-0.2070070550931079,0.4736746367853878,43.255273596554986,0,0.3374960663718566,0,0.5257657022991156,0.4666666666666667,0,0,Medium
37,normal,18,0,86.38410336403751,0.810469617069593,0.3312238170931505,10.872331415387878,0,0.0195935488795764,0,0.8819205168201876,0.0,0,0,Low
38,normal,12,2,75.84125830337642,0.6744325564685969,0.1618423531787452,21.13398738850374,0,0.0528198989905929,0,0.6792062915168822,0.13333333333333333,0,0,Low
39,medium_risk,6,8,69.23668869121217,-0.4830462030177178,0.3909963563476249,48.96813288434377,0,0.4742261869354097,0,0.4961834434560608,0.5333333333333333,1,0,Medium
40,normal,15,2,76.62085546965478,0.7626525587561409,0.1709767683426239,17.326104324392333,0,0.0367070206118698,0,0.7581042773482739,0.13333333333333333,0,0,Low
41,normal,17,1,91.98291663283884,0.4705007190896823,0.1551594115806919,9.414995348834005,0,0.0169815493881657,0,0.8849145831641942,0.06666666666666667,0,0,Low
42,normal,16,3,78.68809585443367,0.0965504785977451,0.005369166048051,14.40851352711235,0,0.0276753225027559,0,0.7934404792721683,0.2,0,0,Low
43,normal,18,0,79.69027471363562,0.0216479025872479,0.2080078185158095,10.69754859932824,0,0.0192606014804992,0,0.848451373568178,0.0,0,0,Low
44,high_risk,1,14,42.14377627277761,-0.5390792270803404,0.8974514714402986,78.42868307628186,1,0.9449488636103298,1,0.23571888136388802,0.9333333333333333,1,1,High
45,normal,14,4,91.67975861606402,0.2448395508095205,0.2866214559115998,19.212715517991327,0,0.0439932631403901,0,0.80839879308032,0.26666666666666666,0,0,Low
46,medium_risk,7,5,64.23598577163095,0.1808886606780437,0.4709617708910403,38.92209678712453,0,0.2482830704450174,0,0.49617992885815476,0.3333333333333333,0,0,Low
47,normal,13,0,93.07252518619444,0.6445631546318221,0.2913411349906247,14.851985728310757,0,0.0288940067304197,0,0.7903626259309722,0.0,0,0,Low
48,normal,14,3,99.39957798481124,0.3312138146231214,0.0474622812785009,12.362039722974703,0,0.0226696869693836,0,0.8469978899240562,0.2,0,0,Low
49,normal,11,4,99.41225085110622,0.7002146588453342,0.2009206870646968,19.74408092652723,0,0.0462830155088342,0,0.7720612542555312,0.26666666666666666,0,0,Low
50,normal,13,0,92.63451399118544,0.2915777167599307,0.1131790272149325,12.289056910427629,0,0.0225085499787087,0,0.7881725699559272,0.0,0,0,Low
51,high_risk,4,14,61.878051433786254,-0.1320355533178417,0.8523881779480232,62.96350977720808,0,0.7852202180394088,1,0.4093902571689313,0.9333333333333333,0,1,Medium
52,medium_risk,6,3,73.44228920197598,-0.0142164397612873,0.4662936993293549,35.34707978586564,0,0.1876592584324911,0,0.5172114460098799,0.2,0,0,Low
53,high_risk,3,10,49.56985770363376,-0.4108665968439617,0.8590677424483304,66.23988399680927,0,0.835344444641332,1,0.3228492885181688,0.6666666666666666,1,1,Medium
54,high_risk,2,12,64.21728625532607,-0.916154281995519,0.7388188103815108,72.27027482182393,1,0.9026504685920096,1,0.3710864312766304,0.8,1,1,High
55,normal,17,0,75.42303358662357,0.3649571876682251,0.109483966869137,11.53650110638116,0,0.0209109451677951,0,0.8021151679331179,0.0,0,0,Low
56,high_risk,3,10,58.15455337366153,-0.4900675045923515,0.6519048933985058,62.1742809597808,0,0.7716106254209263,1,0.3657727668683077,0.6666666666666666,1,0,Medium
57,normal,19,4,77.48072240206692,0.8390491680793574,0.3725688776344877,17.801685897333925,0,0.0384262143468666,0,0.8624036120103346,0.26666666666666666,0,0,Low
58,normal,14,0,98.15356583157327,0.7930081591225383,0.368974244401508,13.496222208129302,0,0.0253233771695211,0,0.8407678291578664,0.0,0,0,Low
59,normal,18,1,80.89110098553554,0.8945232369109726,0.0737060304682974,9.716148543973908,0,0.0174916512481793,0,0.8544555049276777,0.06666666666666667,0,0,Low
60,normal,16,2,81.7765747535091,0.3042463114865846,0.2057918568524122,15.309400831075576,0,0.0302055073082222,0,0.8088828737675455,0.13333333333333333,0,0,Low
61,normal,10,2,95.577188225172,0.041972726243506,0.1884331402818052,19.098866714600742,0,0.0435169176152644,0,0.72788594112586,0.13333333333333333,0,0,Low
62,normal,18,1,82.75368052727005,0.4513367251540973,0.153677673970391,10.450078311071689,0,0.0187986584960721,0,0.8637684026363502,0.06666666666666667,0,0,Low
63,medium_risk,6,5,79.58523731217285,-0.4290936202003353,0.6688923479354919,45.74014686066086,0,0.3950854078973241,0,0.5479261865608642,0.3333333333333333,1,0,Medium
64,normal,19,2,90.59355613748852,0.8301829666176939,0.1441852116597022,8.431055807190068,0,0.0154147685766879,0,0.9279677806874426,0.13333333333333333,0,0,Low
65,normal,19,1,84.368275563394,0.9255293216468948,0.3315719564772048,11.46484378964291,0,0.0207647388435437,0,0.8968413778169699,0.06666666666666667,0,0,Low
66,normal,10,0,92.83047512692762,0.1640307314593894,0.3822070825668964,20.02548745677154,0,0.0475411499026416,0,0.7141523756346382,0.0,0,0,Low
67,normal,15,2,91.43920764461532,0.8831194066747751,0.23081674479601,14.519115927452992,0,0.0279745068113675,0,0.8321960382230766,0.13333333333333333,0,0,Low
68,medium_risk,10,4,76.41819268141232,0.1260096065646636,0.5176728616925202,31.493878088368056,0,0.1358010347766333,0,0.6320909634070616,0.26666666666666666,0,0,Low
69,normal,15,2,95.51568483547592,0.1279499409197648,0.3991660537649151,16.025236264271413,0,0.0323744274104381,0,0.8525784241773796,0.13333333333333333,0,0,Low
70,high_risk,1,15,62.70087190839304,-0.7643128856692906,0.9633034218708264,78.9890266360035,1,0.9477921650011748,1,0.3385043595419652,1.0,1,1,High
71,medium_risk,6,6,79.52826444768112,-0.2749919836956203,0.6813743299031341,44.96342859206103,0,0.3766816128220934,0,0.5476413222384057,0.4,0,0,Medium
72,normal,10,4,92.73180029174532,0.5321111338370037,0.1911508308490922,22.517645723133388,0,0.0601863839850509,0,0.7136590014587265,0.26666666666666666,0,0,Low
73,normal,14,0,79.77023728615768,0.5528417959847682,0.1012981452161003,14.076912856702084,0,0.0267968445240768,0,0.7488511864307884,0.0,0,0,Low
74,medium_risk,10,3,75.73097872730021,0.2791022136349118,0.3238502097549075,27.425008464498564,0,0.0947045633284589,0,0.6286548936365011,0.2,0,0,Low
75,medium_risk,5,3,69.82698180537571,0.1979724186068312,0.5848253685636683,39.065635077111104,0,0.2509717170041761,0,0.47413490902687855,0.2,0,0,Low
76,medium_risk,6,7,61.78006355965359,0.0551936867114205,0.3665657137243759,41.88680314928557,0,0.3076093501269125,0,0.4589003177982679,0.4666666666666667,0,0,Medium
77,medium_risk,11,3,65.00113517020307,-0.1663610173432792,0.4401880809271711,33.09795268150599,0,0.1557489177913783,0,0.6000056758510154,0.2,0,0,Low
78,normal,15,1,89.14112205961972,0.1420616094430622,0.2819183344528747,14.526827835221528,0,0.0279954846152398,0,0.8207056102980985,0.06666666666666667,0,0,Low
79,normal,10,1,96.83682927640012,0.2271497467713269,0.0032127455502491,14.672317197487043,0,0.0283941168895803,0,0.7341841463820007,0.06666666666666667,0,0,Low
80,normal,11,3,80.03125911377924,0.2846743919468176,0.3060612643394187,24.83310418664647,0,0.0746964290522873,0,0.6751562955688962,0.2,0,0,Low
81,high_risk,0,15,41.80871274743714,-0.2138173308017869,0.7507799886745088,74.01678160528515,1,0.9169551821540628,1,0.20904356373718572,1.0,0,1,High
82,medium_risk,10,8,72.67558079086501,0.2041050827469134,0.6551014037655944,39.82429252543433,0,0.2655008595015586,0,0.613377903954325,0.5333333333333333,0,0,Low
83,normal,16,2,96.6926364941672,0.0021409193454752,0.1520964665653561,10.774954541605206,0,0.0194073638475357,0,0.8834631824708361,0.13333333333333333,0,0,Low
84,normal,18,3,84.15632514996186,0.6015485063797061,0.2425267789498128,14.098820396756723,0,0.0268540359677809,0,0.8707816257498093,0.2,0,0,Low
85,normal,10,0,79.57309996053283,0.1312154829316865,0.236603812853993,21.155782202676686,0,0.0529290446852025,0,0.6478654998026642,0.0,0,0,Low
86,normal,12,1,87.82673557158596,0.81401673551993,0.3107441307593126,19.03781140182653,0,0.0432634929931488,0,0.7391336778579298,0.06666666666666667,0,0,Low
87,medium_risk,5,5,74.16047567995824,-0.2966257367466494,0.6448336343360925,45.99843831291823,0,0.4012748192556013,0,0.4958023783997912,0.3333333333333333,0,0,Medium
88,medium_risk,9,9,63.88305393237098,-0.3956354907588849,0.6902419874356448,51.0673986898252,0,0.526659660037423,0,0.5444152696618549,0.6,1,0,Medium
89,high_risk,3,13,62.159409615609874,-0.4583131759662716,0.8585606946663198,67.79658898891974,0,0.855654741723031,1,0.3857970480780494,0.8666666666666667,1,1,Medium
90,normal,17,3,76.28015872975823,0.7455030853527727,0.2021328133343521,16.711952517575725,0,0.0345961285832022,0,0.8064007936487911,0.2,0,0,Low
91,normal,17,0,99.23122847056273,0.6086842206035009,0.1597606634964534,6.338602834806123,0,0.0125409007270711,0,0.9211561423528136,0.0,0,0,Low
92,medium_risk,5,4,67.90810021059416,0.1542365447835352,0.5271363842206884,40.01335404399512,0,0.2692040588101388,0,0.4645405010529708,0.26666666666666666,0,0,Medium
93,medium_risk,7,4,63.53513734846921,0.1919951784236278,0.5251599305427159,38.57694795435677,0,0.2418973741069764,0,0.4926756867423461,0.26666666666666666,0,0,Low
94,normal,10,3,82.38151575214934,0.1935433732395726,0.2215361168914945,24.227662815335083,0,0.0706180696446641,0,0.6619075787607467,0.2,0,0,Low
95,medium_risk,8,4,63.14547068152786,0.0142015311676375,0.5145193463188745,37.264755857734485,0,0.218654527483663,0,0.5157273534076393,0.26666666666666666,0,0,Low
96,normal,16,2,90.02564693721725,0.3273766801153992,0.3123779275801949,14.84592384606528,0,0.0288770024648585,0,0.8501282346860862,0.13333333333333333,0,0,Low
97,normal,15,4,83.09023673585178,0.8386571544924571,0.041430626441206,16.43223354598848,0,0.0336739537854719,0,0.7904511836792589,0.26666666666666666,0,0,Low
98,normal,14,3,78.81876079169041,0.082927152509726,0.2567101617764045,20.645962228723462,0,0.0504309212224681,0,0.744093803958452,0.2,0,0,Low
99,normal,20,4,97.69726501032082,0.3631891960908492,0.1148609053750514,7.6319306613789,0,0.0142477376674196,0,0.988486325051604,0.26666666666666666,0,0,Low
100,normal,16,1,86.39865464421653,0.3444280462171882,0.2774965194793314,13.896117464469173,0,0.0263293644764255,0,0.8319932732210826,0.06666666666666667,0,0,Low
101,normal,15,2,96.32459922575342,0.9728566047103429,0.1066624768530017,11.43545401302334,0,0.0207050630458269,0,0.856622996128767,0.13333333333333333,0,0,Low
102,medium_risk,7,9,67.8851647099149,0.0416655775608865,0.490392676139688,43.6345989646166,0,0.3460290719280518,0,0.5144258235495744,0.6,0,0,Medium
103,normal,18,1,90.00454860785814,0.2840604620797152,0.3522193369355828,11.615486235402544,0,0.0210732701827334,0,0.9000227430392906,0.06666666666666667,0,0,Low
104,normal,19,1,86.47897825939779,0.2517884533468844,0.1481280701802088,8.18550982118702,0,0.0150465001192293,0,0.9073948912969889,0.06666666666666667,0,0,Low
105,high_risk,0,15,50.61577899475727,-0.5390279477443511,0.6081968187511898,74.55442674874381,1,0.9209585531646256,1,0.25307889497378633,1.0,1,0,High
106,normal,17,2,84.22206303889723,0.4239561794632619,0.1442131671406591,12.524348414052248,0,0.0230320941977729,0,0.8461103151944862,0.13333333333333333,0,0,Low
107,normal,16,2,88.10094174668967,0.572099816971625,0.3412054235951702,15.7595125839218,0,0.0315522771515015,0,0.8405047087334484,0.13333333333333333,0,0,Low
108,medium_risk,5,5,64.16721578149715,-0.1305837068829767,0.664138538523462,46.29569640238896,0,0.4084370355710113,0,0.4458360789074857,0.3333333333333333,0,0,Medium
109,normal,15,3,87.46825912729828,0.9585653346436968,0.293883202229479,17.791183251617614,0,0.0383874262556689,0,0.8123412956364915,0.2,0,0,Low
110,normal,10,2,81.3083501103307,0.4146981183051281,0.0329368652386886,20.33363211766432,0,0.0489560747188408,0,0.6565417505516535,0.13333333333333333,0,0,Low
111,normal,10,2,77.59325411356235,0.8359095822059548,0.3258215148079987,25.65567586039606,0,0.0805844558985821,0,0.6379662705678117,0.13333333333333333,0,0,Low
112,normal,19,1,81.16194773941841,0.0090056642644752,0.0941885668043508,8.705674900543997,0,0.0158371566308225,0,0.880809738697092,0.06666666666666667,0,0,Low
113,high_risk,4,9,55.304155518078645,-0.8334544114061987,0.8114519350146477,67.84755631679305,0,0.8562830973184115,1,0.37652077759039326,0.6,1,1,Medium
114,medium_risk,9,8,65.9608339669383,-0.471948040785025,0.3149015522456784,44.729202070392645,0,0.371198237108291,0,0.5548041698346915,0.5333333333333333,1,0,Medium
115,medium_risk,7,8,74.78249334273093,-0.2455922361485614,0.6185200743870654,46.18272798901833,0,0.4057103847987004,0,0.5489124667136547,0.5333333333333333,0,0,Medium
116,high_risk,4,15,62.04281678663243,-0.3604379019660394,0.6268790283009494,64.29904975734672,0,0.8068865094538519,1,0.41021408393316217,1.0,1,0,Medium
117,medium_risk,11,9,76.15863689125439,-0.3662940661491298,0.5793921871259549,43.395634576312666,0,0.3406415551797208,0,0.655793184456272,0.6,1,0,Medium
118,normal,16,0,87.35314352853176,0.6202788171008429,0.2176800008454511,11.426914130548823,0,0.0206877543554844,0,0.8367657176426588,0.0,0,0,Low
119,high_risk,3,14,54.977967120502704,-0.0078735286477238,0.635845489598129,60.82796016022878,0,0.7470227386490501,1,0.3498898356025135,0.9333333333333333,0,0,Medium
120,normal,14,1,96.61889739009624,0.4454586883709339,0.285628470456934,13.963036042663283,0,0.0265014626707289,0,0.8330944869504812,0.06666666666666667,0,0,Low
121,medium_risk,10,7,60.86255576437657,-0.040839661605393,0.6413922666105958,41.85117331547902,0,0.3068510057620747,0,0.5543127788218829,0.4666666666666667,0,0,Medium
122,high_risk,1,10,47.55959015281067,-0.2042933149051624,0.7343146334011345,64.2725550197251,0,0.8064733309675809,1,0.2627979507640534,0.6666666666666666,0,1,Medium
123,normal,18,2,98.98931469072664,0.5921232363510185,0.3278071674840285,10.33644550624543,0,0.0185902018211286,0,0.9449465734536333,0.13333333333333333,0,0,Low
124,normal,20,3,79.27150498466162,0.3111206807596474,0.1282797140165291,11.106319464082532,0,0.0200481206101367,0,0.8963575249233081,0.2,0,0,Low
125,normal,14,0,82.41253927559848,0.1592830373494584,0.1741557584512053,14.509201557868462,0,0.0279475603359598,0,0.7620626963779924,0.0,0,0,Low
126,normal,13,2,89.39298263328011,0.583386232327748,0.2999947937519901,18.56834291462649,0,0.041361414499316,0,0.7719649131664006,0.13333333333333333,0,0,Low
127,medium_risk,8,9,62.09645281881531,0.1866330684424849,0.4239058332740748,42.8344742944073,0,0.3281525816457857,0,0.5104822640940765,0.6,0,0,Medium
128,high_risk,1,10,40.22079608556836,-0.8096167289390281,0.9763784773082618,78.8180624056506,1,0.946939691299539,1,0.2261039804278418,0.6666666666666666,1,1,High
129,normal,15,4,99.9306801157283,0.5248167503647412,0.2175745649161073,14.864281778142868,0,0.0289285283857642,0,0.8746534005786415,0.26666666666666666,0,0,Low
130,normal,15,1,83.58551540326684,0.4598510809004321,0.076796780092316,12.838906183901363,0,0.0237506211374738,0,0.7929275770163342,0.06666666666666667,0,0,Low
131,normal,13,4,81.78861921671098,0.4492598919308391,0.2611253467256972,22.553058730041045,0,0.0603870063197983,0,0.7339430960835549,0.26666666666666666,0,0,Low
132,normal,15,3,79.59320850853594,0.378847464850555,0.3577532305487423,20.71799633109715,0,0.0507769948020141,0,0.7729660425426796,0.2,0,0,Low
133,normal,11,0,91.94671540144364,0.4771600464115815,0.064418485984272,14.229598439403173,0,0.0271979198285016,0,0.7347335770072182,0.0,0,0,Low
134,normal,14,2,95.06689531315718,0.1395267805596692,0.3107073085400291,16.060552466477812,0,0.032485242983295,0,0.8253344765657858,0.13333333333333333,0,0,Low
135,high_risk,2,11,50.22859469794056,-0.7459788509044373,0.943891513400893,74.95757345676148,1,0.923843858411579,1,0.30114297348970276,0.7333333333333333,1,1,High
136,normal,20,3,79.59683101802477,0.6801428429116769,0.0226818605480186,9.441020153714089,0,0.0170250477087908,0,0.8979841550901239,0.2,0,0,Low
137,normal,17,4,80.26579305685752,0.9488458384670612,0.1342163768746142,16.03013072223817,0,0.0323897634577448,0,0.8263289652842876,0.26666666666666666,0,0,Low
138,medium_risk,6,9,78.46769335981448,-0.1661216637566869,0.6851449336742969,47.65207562151114,0,0.44157006884973,0,0.5423384667990724,0.6,0,0,Medium
139,normal,15,4,97.27142411319096,0.2564055930082839,0.3721910367854673,17.848342856817602,0,0.0385989818867252,0,0.8613571205659548,0.26666666666666666,0,0,Low
140,high_risk,4,10,49.93018260767243,-0.7878196174331267,0.9644941661790772,72.13549443559829,1,0.901459673950402,1,0.34965091303836215,0.6666666666666666,1,1,High
141,high_risk,1,15,52.439378603853385,-0.9935049840007436,0.6439131814681618,80.20142783107023,1,0.953475859703282,1,0.28719689301926693,1.0,1,0,High
142,normal,17,3,99.05728854181469,0.6536029525352265,0.3352636805604347,13.014633072952856,0,0.0241614988558426,0,0.9202864427090733,0.2,0,0,Low
143,normal,15,3,88.11721030233693,0.5550826014376511,0.2969830256854226,17.67544280969711,0,0.0379624591615854,0,0.8155860515116846,0.2,0,0,Low
144,normal,14,4,92.06232584342872,0.847569048102495,0.2774470551131515,18.979457699173427,0,0.0430225994485907,0,0.8103116292171436,0.26666666666666666,0,0,Low
145,normal,15,2,92.93158813394818,0.7646187340136184,0.0671612786408355,11.691188812792154,0,0.021230005961321,0,0.8396579406697409,0.13333333333333333,0,0,Low
146,normal,11,4,87.12638327389914,0.2562931622946076,0.2114159441425151,22.972976676996275,0,0.0628140858032746,0,0.7106319163694956,0.26666666666666666,0,0,Low
147,medium_risk,10,4,73.75004185608832,-0.1237692186374592,0.4835227817076142,33.50520287448735,0,0.1611792803103749,0,0.6187502092804416,0.26666666666666666,0,0,Low
148,normal,20,4,84.81112121356426,0.3622954325895683,0.1274417485130617,11.042179257638193,0,0.0199224966737086,0,0.9240556060678213,0.26666666666666666,0,0,Low
149,normal,18,3,84.55911494791778,0.9345580725432818,0.1728468702463578,12.952924316715922,0,0.024016430104672,0,0.8727955747395889,0.2,0,0,Low
150,normal,19,1,93.26592303157192,0.8325283487923821,0.285924276852511,8.555716728228019,0,0.0156051157702185,0,0.9413296151578596,0.06666666666666667,0,0,Low
151,high_risk,0,11,52.81186760298792,-0.2878819436658647,0.7690747742032641,67.31805053395664,0,0.8496431607753191,1,0.2640593380149396,0.7333333333333333,0,1,Medium
152,normal,16,1,81.13225234109107,0.7045860321333502,0.0396778120451514,11.645437428737836,0,0.021135145771681,0,0.8056612617054554,0.06666666666666667,0,0,Low
153,normal,18,2,93.19273796018096,0.0735504789762792,0.0890993297516754,8.20497212289656,0,0.0150753706905649,0,0.9159636898009048,0.13333333333333333,0,0,Low
154,normal,17,3,96.87586328113146,0.6141627026161989,0.0752799926719449,9.660234069796312,0,0.0173958171496992,0,0.9093793164056573,0.2,0,0,Low
155,high_risk,5,15,40.37172435863799,-0.647122649495666,0.657224272881883,73.22227274600374,1,0.910701238409725,1,0.3268586217931899,1.0,1,0,High
156,normal,10,0,77.60031135712701,0.3877066631310875,0.0904396774506768,19.4565173224784,0,0.0450301171517002,0,0.6380015567856351,0.0,0,0,Low
157,medium_risk,9,4,66.17132995177835,0.2935147865141161,0.3154466422449003,32.27220047906225,0,0.1451969553084543,0,0.5558566497588917,0.26666666666666666,0,0,Low
158,medium_risk,6,4,64.49277552858219,0.1488848321601276,0.6514068836256063,41.48124270557188,0,0.2990395285581942,0,0.472463877642911,0.26666666666666666,0,0,Medium
159,normal,17,3,75.8115035440569,0.7445568571045793,0.0533408027014453,14.597236154507456,0,0.0281877159342275,0,0.8040575177202844,0.2,0,0,Low
160,medium_risk,8,4,60.44733068988859,-0.4601536979332625,0.4054701834381956,43.20585888143306,0,0.3363920793008333,0,0.5022366534494429,0.26666666666666666,1,0,Medium
161,normal,14,2,90.6615963813514,0.5380795428740542,0.2648743542847334,16.47438288559982,0,0.0338113777229564,0,0.803307981906757,0.13333333333333333,0,0,Low
162,medium_risk,6,9,66.3349436651487,0.0998023029576304,0.3545008056225527,43.23377616805112,0,0.3370155680978469,0,0.4816747183257435,0.6,0,0,Medium
163,medium_risk,5,4,64.85154405795873,-0.2174897653750588,0.6800722843272167,46.333878064377785,0,0.4093598879793266,0,0.44925772028979366,0.26666666666666666,0,0,Medium
164,normal,13,1,91.96939958801072,0.2310889221345685,0.2036013781930473,15.14500410922636,0,0.0297276392428556,0,0.7848469979400536,0.06666666666666667,0,0,Low
165,normal,19,1,92.34394800872688,0.3946290699060319,0.1489875755648433,6.732159964624264,0,0.0130377344602788,0,0.9367197400436345,0.06666666666666667,0,0,Low
166,medium_risk,5,9,79.6181311658026,-0.0577357151260803,0.3100060607563416,41.36159384678568,0,0.2965375560974665,0,0.5230906558290129,0.6,0,0,Medium
167,normal,11,3,78.63291140841565,0.7985409152820871,0.3426272785959596,25.731181326835483,0,0.0811456549884886,0,0.6681645570420782,0.2,0,0,Low
168,normal,17,2,78.62776838704013,0.492078186535646,0.1575777058762338,14.123390158050142,0,0.0269183185679332,0,0.8181388419352007,0.13333333333333333,0,0,Low
169,normal,20,3,76.111929720079,0.7521228382486274,0.0316517157898734,10.44679330682835,0,0.0187926001751227,0,0.880559648600395,0.2,0,0,Low
170,normal,17,2,75.46143063849861,0.8318880637567295,0.0698798520895125,13.5995067883847,0,0.0255795589412019,0,0.802307153192493,0.13333333333333333,0,0,Low
171,medium_risk,9,3,65.22985807455238,0.0781177616488547,0.4285404400758885,32.87064208250023,0,0.1527833177035375,0,0.551149290372762,0.2,0,0,Low
172,normal,13,4,82.12178017088691,0.75247309093576,0.0122421985347616,18.736521268633037,0,0.042033420116447,0,0.7356089008544345,0.26666666666666666,0,0,Low
